music,genre,rating,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
id_65490,"ambient, Isochronic, greogrean_chant, nature, binucalor, chillout, classic",6,0,0.494,0.0905,8,-19.986,1,0.0827,0.855,0.024,0.114,0.205,73.943
id_11495,"relaxing, ambient, greogrean_chant, nature, binucalor",6,28,0.615,0.74,1,-4.225,0,0.0469,0.201,0.000118,0.351,0.771,148.049
id_63112,"relaxing, Isochronic, ambient, greogrean_chant, chillout, meditation",6,38,0.558,0.642,9,-6.36,1,0.0304,0.118,0.275,0.352,0.615,69.566
id_505,"relaxing, ambient, greogrean_chant, chillout, classic, meditation",1,60,0.713,0.8,7,-5.938,0,0.0349,0.0491,7.96E-05,0.0921,0.814,139.942
id_72336,"ambient, zen, greogrean_chant, binucalor, chillout",2,10,0.744,0.496,7,-10.81,0,0.0265,0.438,2.22E-05,0.0375,0.961,87.95
id_36269,"zen, nature, binucalor, chillout, classic, meditation",7,2,0.534,0.514,8,-8.628,1,0.0388,0.766,0.132,0.107,0.323,104.878
id_15116,"relaxing, ambient, zen, greogrean_chant, binucalor, chillout, meditation",9,40,0.429,0.455,3,-10.092,0,0.0369,0.587,0.397,0.118,0.597,183.624
id_57973,"relaxing, classic, nature, Isochronic",6,38,0.846,0.447,2,-7.069,1,0.0478,0.615,0.00106,0.0956,0.788,104.756
id_96807,"relaxing, ambient, Isochronic, zen, classic, meditation",1,38,0.395,0.701,2,-4.128,1,0.0804,0.381,0.000171,0.116,0.852,200.991
id_5713,"relaxing, Isochronic, nature, binucalor, chillout, meditation",6,23,0.544,0.381,10,-11.48,0,0.0582,0.307,0,0.104,0.4,146.731
id_89499,"ambient, zen, greogrean_chant, nature, binucalor, chillout, meditation",3,40,0.665,0.456,5,-9.745,1,0.0331,0.804,0.0207,0.14,0.823,112.056
id_100543,"relaxing, Isochronic, zen, ambient, binucalor, classic",7,37,0.662,0.491,6,-7.505,1,0.0637,0.759,0.091,0.101,0.627,122.324
id_17167,"Isochronic, zen, ambient, greogrean_chant, binucalor, meditation",3,32,0.442,0.677,8,-9.76,1,0.144,0.513,0.1,0.282,0.649,123.31
id_23177,"ambient, Isochronic, greogrean_chant, nature, binucalor, classic",8,38,0.698,0.763,11,-5.09,0,0.131,0.00224,0.000443,0.0856,0.672,91.986
id_59898,"classic, zen, binucalor, ambient",2,49,0.603,0.265,8,-11.627,1,0.0372,0.806,1.65E-06,0.12,0.71,131.188
id_92399,"relaxing, Isochronic, zen, greogrean_chant, nature, chillout",3,4,0.598,0.448,7,-11.325,1,0.0463,0.822,0.0167,0.294,0.444,100.785
id_58300,"zen, greogrean_chant, binucalor, classic, meditation",7,38,0.398,0.864,10,-8.199,1,0.0492,0.523,0,0.0985,0.782,148.47
id_81462,"ambient, zen, nature, binucalor, chillout, classic",8,41,0.581,0.333,0,-14.209,1,0.032,0.944,0.472,0.332,0.488,94.197
id_71106,"Isochronic, zen, greogrean_chant, chillout, classic",7,53,0.294,0.611,2,-6.268,1,0.0348,0.0226,0.435,0.114,0.567,178.191
id_18648,"relaxing, greogrean_chant, binucalor, chillout, classic, meditation",2,28,0.464,0.534,11,-5.092,0,0.0352,0.695,1.85E-06,0.109,0.303,137.566
id_95381,"relaxing, Isochronic, ambient, greogrean_chant, chillout, classic",6,18,0.48,0.382,10,-9.017,0,0.0339,0.976,0.911,0.113,0.102,144.069
id_50759,"Isochronic, zen, nature, classic, meditation",7,10,0.687,0.697,10,-7.304,0,0.0271,0.428,5.84E-05,0.201,0.897,116.241
id_46903,"Isochronic, zen, ambient, greogrean_chant, nature, classic, meditation",3,35,0.336,0.739,0,-5.394,0,0.0481,0.0325,5.90E-05,0.137,0.578,169.932
id_61950,"ambient, Isochronic, greogrean_chant, binucalor, classic, meditation",9,29,0.363,0.38,5,-7.778,1,0.0348,0.65,0,0.0859,0.265,178.518
id_8000,"relaxing, Isochronic, zen, nature, binucalor, chillout, classic",6,41,0.621,0.4,2,-9.383,0,0.0506,0.367,0.0395,0.0692,0.557,171.89
id_80271,"relaxing, ambient, zen, greogrean_chant, binucalor, meditation",8,34,0.498,0.734,0,-8.522,1,0.0451,0.0198,0.0583,0.244,0.64,110.034
id_33171,"relaxing, Isochronic, ambient, chillout, classic, meditation",1,49,0.369,0.759,9,-4.718,1,0.0361,0.000815,0.364,0.329,0.868,132.281
id_26394,"Isochronic, zen, nature, chillout, classic, meditation",4,41,0.579,0.802,4,-5.308,1,0.101,0.468,0.0209,0.971,0.754,123.385
id_51286,"Isochronic, zen, greogrean_chant, chillout, classic, meditation",1,12,0.567,0.864,0,-6.252,1,0.0556,0.0946,1.42E-05,0.451,0.484,115.937
id_10987,"relaxing, Isochronic, zen, greogrean_chant, binucalor, chillout, classic",4,30,0.217,0.909,8,-5.08,0,0.138,0.0168,0.14,0.345,0.673,185.561
id_42304,"relaxing, Isochronic, greogrean_chant, nature, binucalor",8,46,0.564,0.465,6,-6.656,1,0.0475,0.806,0,0.0868,0.544,118.713
id_61398,"relaxing, ambient, Isochronic, nature, chillout",8,20,0.547,0.686,5,-4.395,1,0.0363,0.0529,0.72,0.517,0.82,124.392
id_67479,"relaxing, Isochronic, greogrean_chant, binucalor, chillout, meditation",2,38,0.873,0.234,11,-13.444,1,0.0486,0.963,0.000481,0.11,0.822,104.591
id_21966,"ambient, zen, greogrean_chant, nature, chillout, classic, meditation",3,60,0.475,0.762,11,-7.452,0,0.0391,0.0018,0.0493,0.285,0.619,113.682
id_81036,"relaxing, Isochronic, ambient, nature, binucalor",8,9,0.395,0.607,9,-9.105,0,0.0412,0.591,0.00351,0.222,0.331,83.6
id_45869,"relaxing, ambient, Isochronic, zen, chillout, classic, meditation",2,42,0.607,0.802,7,-7.345,1,0.0488,0.000645,0.000206,0.242,0.636,85.98
id_55402,"relaxing, Isochronic, ambient, greogrean_chant, binucalor, meditation",6,48,0.69,0.584,3,-8.864,1,0.0746,0.47,2.46E-05,0.297,0.809,118.017
id_88453,"ambient, nature, binucalor, chillout, classic, meditation",5,49,0.303,0.492,0,-10.716,1,0.039,0.197,0.63,0.288,0.677,200.018
id_80899,"zen, greogrean_chant, binucalor, chillout, classic, meditation",2,39,0.81,0.233,5,-15.719,0,0.0515,0.981,0.00517,0.132,0.555,86.258
id_69838,"Isochronic, binucalor, chillout, classic, meditation",6,6,0.528,0.336,5,-6.532,1,0.04,0.284,0.0343,0.335,0.256,172.565
id_52615,"relaxing, binucalor, chillout, greogrean_chant",9,52,0.633,0.625,0,-10.951,1,0.0436,0.492,0.000418,0.204,0.841,103.355
id_32816,"relaxing, greogrean_chant, nature, binucalor, classic",8,29,0.364,0.497,4,-12.402,0,0.0426,0.0124,0.000195,0.0741,0.37,136.595
id_85304,"Isochronic, ambient, greogrean_chant, nature, binucalor, classic",4,30,0.61,0.548,9,-10.408,0,0.0555,0.775,0.0347,0.425,0.413,103.983
id_65297,"Isochronic, zen, greogrean_chant, binucalor, meditation",8,9,0.692,0.724,2,-6.406,0,0.0438,0.532,5.02E-06,0.259,0.826,97.445
id_99017,"relaxing, Isochronic, zen, chillout, classic, meditation",8,23,0.492,0.341,9,-9.538,0,0.0282,0.244,0,0.3,0.385,149.9
id_80587,"relaxing, ambient, binucalor, chillout, meditation",3,36,0.304,0.73,0,-7.213,1,0.0443,0.0144,0.00213,0.135,0.934,176.702
id_90318,"relaxing, ambient, nature, binucalor, classic",8,6,0.468,0.419,7,-10.746,1,0.139,0.977,0.00159,0.143,0.472,207.452
id_76037,"relaxing, ambient, zen, Isochronic, nature, binucalor",2,41,0.475,0.541,5,-11.89,0,0.0749,0.466,1.24E-05,0.319,0.596,131.121
id_147,"ambient, zen, binucalor, chillout, classic, meditation",8,33,0.652,0.574,7,-9.092,1,0.208,0.355,9.66E-05,0.591,0.628,170.582
id_42469,"relaxing, Isochronic, zen, greogrean_chant, nature, binucalor",9,41,0.454,0.623,7,-8.709,1,0.0575,0.147,0.741,0.115,0.332,126.453
id_3830,"relaxing, Isochronic, nature, binucalor, meditation",9,44,0.689,0.791,11,-7,0,0.0495,0.548,6.08E-06,0.285,0.811,102.519
id_89719,"relaxing, nature, binucalor, chillout, classic, meditation",5,32,0.639,0.422,11,-9.385,1,0.0263,0.272,9.98E-05,0.124,0.321,105.015
id_5786,"relaxing, Isochronic, greogrean_chant, binucalor, chillout, classic, meditation",2,24,0.39,0.407,9,-9.737,1,0.0284,0.00317,0.00632,0.129,0.681,95.75
id_41167,"Isochronic, zen, greogrean_chant, chillout, classic, meditation",5,35,0.531,0.315,6,-12.662,0,0.0396,0.743,0,0.0945,0.258,157.96
id_42143,"Isochronic, greogrean_chant, binucalor, chillout, meditation",8,33,0.299,0.634,2,-13.589,1,0.0438,0.00437,5.46E-05,0.118,0.516,144.189
id_98908,"relaxing, ambient, chillout, greogrean_chant",8,30,0.784,0.594,7,-11.61,1,0.0467,0.0946,0.000429,0.085,0.749,124.073
id_40639,"relaxing, Isochronic, zen, nature, chillout, classic, meditation",2,22,0.814,0.633,5,-5.375,1,0.0347,0.0147,0.00415,0.154,0.903,89.967
id_9690,"relaxing, ambient, zen, greogrean_chant, binucalor",7,39,0.765,0.408,4,-13.079,1,0.167,0.0984,0,0.141,0.891,136.713
id_6817,"relaxing, Isochronic, zen, ambient, greogrean_chant, nature, binucalor",7,54,0.434,0.938,7,-7.924,1,0.0533,0.000532,0.0118,0.11,0.717,147.472
id_79230,"Isochronic, zen, greogrean_chant, chillout, classic",2,30,0.565,0.266,11,-11.708,1,0.0375,0.897,0.571,0.103,0.577,109.976
id_71419,"nature, meditation, binucalor, greogrean_chant",2,45,0.48,0.641,11,-3.996,0,0.042,0.0694,0,0.107,0.487,68.184
id_17029,"Isochronic, zen, ambient, greogrean_chant, nature",6,53,0.775,0.499,4,-7.181,1,0.0415,0.496,0.0219,0.114,0.862,121.056
id_85556,"classic, meditation, zen, greogrean_chant",8,33,0.714,0.662,4,-7.976,0,0.0254,0.0682,0.929,0.331,0.769,103.133
id_70802,"relaxing, Isochronic, zen, greogrean_chant, classic, meditation",7,0,0.521,0.734,5,-8.028,1,0.0387,0.507,0.000273,0.0693,0.963,163.594
id_89319,"relaxing, Isochronic, zen, greogrean_chant, binucalor",1,25,0.633,0.469,4,-6.082,1,0.11,0.479,0,0.118,0.665,77.589
id_57809,"greogrean_chant, nature, binucalor, chillout, classic, meditation",8,32,0.747,0.162,2,-16.498,1,0.031,0.964,0.000291,0.132,0.716,93.09
id_33599,"relaxing, Isochronic, chillout, classic, meditation",9,33,0.683,0.684,9,-7.296,1,0.0515,0.257,0.000341,0.135,0.854,110.426
id_44117,"relaxing, Isochronic, ambient, greogrean_chant, nature, binucalor, chillout",7,35,0.508,0.248,4,-13.409,1,0.0348,0.642,4.49E-05,0.291,0.497,74.283
id_67078,"relaxing, ambient, nature, binucalor, classic, meditation",5,32,0.611,0.66,5,-7.352,1,0.0493,0.183,0.00962,0.103,0.0848,119.976
id_90403,"relaxing, ambient, Isochronic, zen, greogrean_chant, classic",3,46,0.444,0.339,3,-16.936,1,0.0418,0.66,0.103,0.163,0.656,142.112
id_16851,"relaxing, Isochronic, zen, greogrean_chant, chillout",1,43,0.333,0.88,0,-3.08,1,0.0963,0.000455,0.135,0.33,0.49,162.838
id_97268,"Isochronic, ambient, zen, nature, meditation",5,51,0.644,0.53,4,-8.296,0,0.0884,0.787,0.0303,0.259,0.678,99.733
id_2791,"Isochronic, greogrean_chant, nature, chillout, classic",2,24,0.529,0.357,9,-9.841,1,0.104,0.336,0.0455,0.104,0.809,98.298
id_64404,"relaxing, Isochronic, ambient, zen, nature, binucalor, classic",8,45,0.599,0.681,1,-4.652,0,0.0341,0.118,0.000107,0.211,0.57,83.961
id_77168,"ambient, zen, Isochronic, nature, chillout, classic, meditation",8,14,0.389,0.0801,10,-22.977,1,0.0373,0.837,0.00325,0.135,0.125,124.164
id_37558,"zen, nature, binucalor, classic, meditation",8,47,0.621,0.519,11,-13.328,0,0.102,0.837,0.00246,0.162,0.775,117.005
id_212,"relaxing, ambient, greogrean_chant, nature, meditation",2,24,0.736,0.721,9,-9.665,0,0.0419,0.0773,0.00616,0.201,0.774,115.943
id_93452,"relaxing, ambient, greogrean_chant, nature, classic",1,50,0.426,0.751,4,-10.91,1,0.0403,0.122,0.00144,0.271,0.889,153.359
id_60990,"chillout, nature, zen, ambient",8,37,0.536,0.417,11,-13.785,0,0.123,0.72,0.00478,0.312,0.758,95.997
id_56974,"relaxing, Isochronic, ambient, greogrean_chant, nature, chillout",8,32,0.674,0.493,8,-6.821,1,0.0318,0.397,2.96E-06,0.101,0.35,124.941
id_91910,"Isochronic, zen, greogrean_chant",8,42,0.674,0.65,5,-6.124,1,0.0398,0.182,0.0276,0.27,0.818,115.999
id_37123,"Isochronic, binucalor, classic, nature",7,41,0.431,0.892,0,-4.103,1,0.114,0.0768,1.49E-05,0.211,0.844,185.965
id_18925,"relaxing, Isochronic, zen, nature, binucalor, chillout, classic, meditation",4,31,0.571,0.725,5,-5.628,0,0.0361,0.0134,0.00907,0.0897,0.722,122.999
id_94592,"Isochronic, zen, greogrean_chant, nature, chillout, meditation",9,25,0.527,0.819,4,-4.14,1,0.0466,0.504,0,0.339,0.538,78.056
id_6627,"ambient, zen, greogrean_chant, nature, chillout, classic",1,20,0.472,0.608,9,-13.051,1,0.0358,0.000746,0.00134,0.0835,0.512,81.75
id_15545,"ambient, Isochronic, zen, nature, binucalor, chillout, meditation",2,35,0.73,0.799,8,-8.254,1,0.0258,0.0742,0.01,0.176,0.884,99.785
id_51505,"ambient, zen, Isochronic, nature, binucalor",1,69,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231
id_3259,"relaxing, Isochronic, zen, greogrean_chant, classic, meditation",7,47,0.705,0.401,9,-9.506,0,0.0475,0.812,0,0.319,0.649,104.956
id_74660,"relaxing, zen, binucalor, greogrean_chant",6,23,0.632,0.388,9,-6.686,1,0.117,0.341,4.45E-05,0.18,0.808,99.99
id_58472,"relaxing, zen, greogrean_chant, chillout, classic, meditation",3,38,0.472,0.406,9,-10.647,1,0.0253,0.476,0.0423,0.226,0.558,97.183
id_30079,"relaxing, classic, meditation, chillout",6,41,0.67,0.493,6,-11.304,1,0.0751,0.285,0,0.0495,0.928,93.867
id_94556,"Isochronic, zen, greogrean_chant, nature, binucalor, meditation",6,44,0.362,0.507,11,-13.978,0,0.0463,0.884,0.00607,0.116,0.755,93.468
id_41446,"relaxing, ambient, zen, greogrean_chant, nature, chillout, meditation",9,50,0.568,0.898,8,-8.833,0,0.0862,0.0285,0.0787,0.484,0.833,110.824
id_97441,"ambient, zen, Isochronic, greogrean_chant, chillout",7,45,0.725,0.746,2,-7.785,1,0.0292,0.0223,0.0357,0.293,0.819,107.205
id_97403,"chillout, nature, meditation, relaxing",6,41,0.485,0.286,3,-12.266,1,0.0462,0.934,0,0.331,0.327,70.634
id_2105,"Isochronic, ambient, greogrean_chant, binucalor, chillout, classic",1,38,0.365,0.732,10,-11.272,1,0.0332,0.0232,0.56,0.969,0.788,124.177
id_98137,"Isochronic, ambient, greogrean_chant, nature, binucalor, chillout, meditation",3,38,0.615,0.255,7,-14.599,0,0.0618,0.995,0.0123,0.169,0.69,181.12
id_77878,"relaxing, ambient, Isochronic, zen, nature, binucalor",5,15,0.195,0.91,2,-1.662,1,0.0411,1.03E-05,0.682,0.165,0.427,147.587
id_48572,"Isochronic, zen, greogrean_chant, binucalor, classic",5,35,0.454,0.78,7,-3.502,0,0.102,0.146,0,0.34,0.707,99.499
id_44543,"relaxing, Isochronic, zen, nature, chillout, meditation",8,51,0.679,0.569,5,-8.151,0,0.0334,0.036,0,0.118,0.653,90.005
id_82581,"relaxing, Isochronic, zen, ambient, greogrean_chant, binucalor",4,56,0.353,0.921,2,-5.64,1,0.0758,0.0488,0.065,0.314,0.526,145.589
id_29334,"ambient, zen, nature, binucalor, chillout, classic",1,35,0.343,0.617,11,-7.179,1,0.108,0.366,0.0363,0.784,0.523,171.624
id_84403,"relaxing, ambient, greogrean_chant, nature, binucalor, chillout, meditation",2,40,0.71,0.914,9,-3.592,1,0.0749,0.0602,0.00377,0.165,0.742,125.039
id_93738,"relaxing, ambient, greogrean_chant, binucalor, chillout, classic",1,39,0.399,0.728,9,-6.121,1,0.0671,0.0164,0.0221,0.95,0.504,111.808
id_63432,"relaxing, Isochronic, ambient, nature, binucalor, chillout, meditation",7,29,0.397,0.367,10,-9.16,1,0.0363,0.586,0.000417,0.103,0.524,178.975
id_24423,"ambient, zen, Isochronic, greogrean_chant, nature, binucalor, classic, meditation",1,32,0.688,0.756,4,-6.046,0,0.0323,0.164,0.00267,0.121,0.883,110.981
id_84770,"meditation, nature, zen, ambient",7,45,0.69,0.21,9,-8.531,1,0.0718,0.763,0,0.325,0.49,68.851
id_77904,"Isochronic, zen, nature, binucalor, chillout, meditation",1,26,0.578,0.0971,10,-23.47,0,0.0528,0.942,0.805,0.104,0.699,104.854
id_44874,"relaxing, ambient, nature, binucalor, chillout, meditation",7,42,0.502,0.659,2,-7.473,1,0.0416,0.701,0.000225,0.115,0.841,101.382
id_67183,"relaxing, zen, greogrean_chant, nature, binucalor, chillout, meditation",2,25,0.554,0.483,9,-20.442,1,0.0319,0.317,0.955,0.222,0.932,127.628
id_47770,"Isochronic, ambient, zen, greogrean_chant, nature, classic, meditation",1,35,0.687,0.853,6,-7.761,1,0.0567,0.0801,0.00171,0.109,0.918,110.051
id_23011,"chillout, Isochronic, binucalor, ambient",3,35,0.434,0.109,1,-15.279,1,0.0355,0.983,0.000376,0.114,0.25,93.659
id_34351,"ambient, Isochronic, greogrean_chant, nature, binucalor, classic",1,49,0.743,0.448,7,-7.173,1,0.0317,0.816,5.07E-06,0.319,0.562,90.062
id_73513,"relaxing, Isochronic, zen, binucalor, classic",5,19,0.502,0.864,10,-4.673,0,0.038,0.353,0.00803,0.229,0.392,112.97
id_63414,"relaxing, ambient, zen, Isochronic, greogrean_chant, nature, binucalor",4,26,0.498,0.473,10,-16.07,1,0.0719,0.748,0.067,0.681,0.677,128.503
id_65216,"relaxing, Isochronic, ambient, binucalor, chillout, meditation",7,64,0.642,0.523,3,-8.579,1,0.11,0.772,3.26E-06,0.527,0.654,101.635
id_28777,"relaxing, ambient, zen, Isochronic, nature, chillout, meditation",6,43,0.743,0.341,4,-8.072,0,0.0347,0.871,0,0.122,0.549,117.813
id_10515,"relaxing, ambient, Isochronic, zen, greogrean_chant, chillout, classic",1,17,0.698,0.747,5,-5.364,1,0.0539,0.624,0.0977,0.281,0.864,125.795
id_40796,"relaxing, ambient, nature, binucalor, chillout, classic, meditation",7,19,0.666,0.672,9,-9.293,1,0.0272,0.0761,0.000588,0.583,0.675,116.69
id_760,"relaxing, ambient, zen, binucalor, chillout, classic, meditation",6,8,0.8,0.649,0,-8.248,1,0.0293,0.453,0.000152,0.0804,0.864,114.074
id_77270,"relaxing, Isochronic, greogrean_chant, nature, chillout, classic",6,3,0.312,0.627,11,-8.384,0,0.058,0.137,0.00066,0.809,0.441,155.067
id_22647,"relaxing, greogrean_chant, nature, binucalor, classic",4,22,0.333,0.849,8,-7.532,1,0.0545,0.103,0,0.325,0.782,121.12
id_99118,"ambient, zen, Isochronic, chillout, classic",4,29,0.596,0.366,10,-8.57,1,0.0324,0.776,9.01E-05,0.106,0.264,116.028
id_69540,"Isochronic, zen, ambient, greogrean_chant, chillout, classic, meditation",8,40,0.618,0.819,7,-4.979,1,0.0941,0.555,0.0167,0.122,0.678,124.523
id_40158,"Isochronic, zen, ambient, nature, binucalor, chillout, classic",9,35,0.593,0.438,10,-13.451,0,0.028,0.883,0.0167,0.317,0.758,130.225
id_85849,"relaxing, zen, greogrean_chant, binucalor, chillout, meditation",3,30,0.508,0.494,6,-11.111,1,0.0468,0.117,1.98E-05,0.113,0.548,103.951
id_89627,"chillout, classic, meditation, greogrean_chant",9,42,0.576,0.485,6,-7.335,0,0.0383,0.175,0.000617,0.0994,0.359,93.716
id_81390,"relaxing, zen, nature, classic, meditation",2,26,0.725,0.436,1,-9.649,0,0.026,0.506,0.00227,0.077,0.676,100.12
id_80132,"ambient, Isochronic, binucalor, chillout, meditation",6,21,0.622,0.318,10,-13.1,0,0.0762,0.341,0,0.0999,0.855,125.856
id_78080,"ambient, zen, greogrean_chant, nature, chillout",1,37,0.441,0.503,8,-5.706,1,0.0325,0.481,2.15E-06,0.085,0.385,134.134
id_1549,"relaxing, ambient, zen, greogrean_chant, binucalor, chillout",6,10,0.645,0.872,1,-5.338,0,0.0419,0.105,0.00458,0.154,0.959,115.627
id_6439,"nature, zen, ambient, greogrean_chant",9,30,0.731,0.647,5,-7.937,0,0.0355,0.00487,0,0.34,0.879,108.017
id_58699,"Isochronic, zen, nature, binucalor, meditation",3,21,0.71,0.586,9,-8.671,1,0.0482,0.23,0.0146,0.111,0.448,116.952
id_5425,"relaxing, Isochronic, zen, nature, binucalor",6,27,0.725,0.6,1,-8.296,1,0.0397,0.0718,0.000289,0.198,0.667,84.02
id_49079,"relaxing, Isochronic, greogrean_chant, binucalor, chillout, classic, meditation",3,29,0.625,0.758,5,-4.732,0,0.0428,0.0582,2.15E-06,0.0771,0.699,125.002
id_12531,"ambient, zen, greogrean_chant, binucalor, chillout, classic",6,51,0.538,0.605,3,-7.608,0,0.0368,0.128,0.00445,0.151,0.729,158.181
id_11645,"relaxing, ambient, Isochronic, nature, binucalor, chillout, meditation",8,39,0.283,0.951,4,-3.488,0,0.101,0.000844,0.000551,0.088,0.464,165.969
id_70218,"Isochronic, ambient, nature, binucalor, chillout, classic, meditation",1,46,0.433,0.631,5,-9.381,1,0.0458,0.199,0,0.271,0.654,129.493
id_11264,"relaxing, greogrean_chant, nature, binucalor, chillout",9,60,0.684,0.764,6,-5.342,0,0.0254,0.0129,0.000171,0.141,0.944,107.806
id_28420,"zen, greogrean_chant, binucalor, chillout, classic, meditation",9,30,0.581,0.752,2,-9.183,1,0.065,0.081,0.304,0.93,0.627,111.91
id_2659,"relaxing, ambient, zen, nature, chillout",3,36,0.779,0.667,9,-11.031,0,0.0555,0.614,0.117,0.0905,0.9,159.943
id_71845,"Isochronic, ambient, nature, binucalor, chillout, classic",3,40,0.575,0.283,5,-13.333,0,0.0457,0.961,0.204,0.104,0.659,152.929
id_14480,"relaxing, zen, greogrean_chant, nature, binucalor, chillout, classic",1,22,0.599,0.721,0,-7.565,1,0.0421,0.283,0.261,0.118,0.78,131.103
id_78277,"relaxing, ambient, Isochronic, greogrean_chant, nature, chillout",2,25,0.536,0.954,0,-2.616,1,0.0765,0.0302,0.000342,0.0764,0.808,155.837
id_1645,"meditation, zen, binucalor, relaxing",9,7,0.635,0.793,0,-6.744,1,0.0375,0.106,1.29E-06,0.189,0.775,96.042
id_19510,"ambient, Isochronic, nature, binucalor, classic",2,27,0.765,0.312,7,-9.578,1,0.0374,0.533,0.017,0.12,0.277,121.957
id_3477,"chillout, classic, meditation, Isochronic",4,16,0.527,0.684,6,-6.555,1,0.0598,0.291,0.000596,0.0729,0.825,99.866
id_75290,"relaxing, ambient, Isochronic, nature, binucalor, meditation",8,38,0.744,0.562,10,-8.883,0,0.0327,0.0836,0.00148,0.149,0.523,104.035
id_16002,"zen, greogrean_chant, nature, binucalor, meditation",6,20,0.444,0.0636,10,-16.659,1,0.0367,0.982,0.00028,0.271,0.114,131.682
id_84525,"relaxing, ambient, greogrean_chant, binucalor, classic",7,48,0.575,0.756,2,-9.414,1,0.0544,0.735,0.0401,0.0755,0.844,127.434
id_44105,"relaxing, Isochronic, ambient, greogrean_chant, binucalor, meditation",3,22,0.541,0.188,3,-21.207,1,0.0691,0.979,0.384,0.117,0.47,101.641
id_6497,"relaxing, zen, greogrean_chant, nature, chillout",5,34,0.34,0.757,9,-5.632,0,0.0454,0.00163,0.266,0.0648,0.637,177.783
id_35327,"ambient, zen, Isochronic, binucalor, chillout, classic, meditation",7,30,0.419,0.595,7,-14.512,1,0.0607,0.373,0.157,0.058,0.366,89.901
id_93422,"ambient, zen, greogrean_chant, chillout, classic",6,50,0.495,0.537,0,-4.959,0,0.0296,0.754,0.0109,0.633,0.171,132.395
id_34157,"relaxing, ambient, greogrean_chant, binucalor, chillout",6,0,0.409,0.614,0,-10.241,1,0.0442,0.155,0.0004,0.989,0.471,104.887
id_59340,"Isochronic, ambient, greogrean_chant, nature, chillout, meditation",5,0,0.736,0.474,7,-8.263,1,0.0288,0.534,0.00256,0.138,0.476,124.97
id_98384,"nature, meditation, binucalor, Isochronic",7,42,0.84,0.393,5,-15.199,1,0.0405,0.557,2.90E-06,0.102,0.809,128.234
id_5193,"relaxing, zen, greogrean_chant, nature, chillout, meditation",4,34,0.285,0.799,5,-6.216,0,0.109,0.0665,0.00186,0.96,0.611,154.487
id_32937,"ambient, greogrean_chant, binucalor, chillout, classic, meditation",1,46,0.667,0.0614,4,-23.806,1,0.0465,0.935,0.111,0.1,0.481,79.649
id_56063,"relaxing, ambient, binucalor, classic, meditation",3,44,0.685,0.727,7,-7.619,1,0.0648,0.0431,0.021,0.102,0.731,143.551
id_20875,"Isochronic, meditation, binucalor, nature",3,54,0.595,0.525,11,-11.582,0,0.0499,0.3,3.15E-05,0.197,0.826,124.569
id_67482,"ambient, zen, greogrean_chant, binucalor, chillout, meditation",4,35,0.757,0.86,0,-4.648,1,0.0438,0.47,4.46E-06,0.0941,0.923,128.095
id_26137,"ambient, zen, Isochronic, greogrean_chant, nature, classic, meditation",6,26,0.451,0.0589,0,-16.082,1,0.0361,0.954,0.00473,0.1,0.266,64.826
id_83987,"relaxing, Isochronic, ambient, greogrean_chant, chillout, classic, meditation",4,51,0.555,0.897,4,-3.469,1,0.0293,0.361,0.94,0.536,0.965,131.712
id_64838,"relaxing, ambient, zen, greogrean_chant, nature, binucalor, chillout, classic",6,21,0.59,0.857,4,-8.501,0,0.031,0.123,0.474,0.109,0.51,112.628
id_92994,"relaxing, Isochronic, zen, greogrean_chant, meditation",4,46,0.636,0.668,0,-6.857,1,0.0568,0.749,0.00121,0.0555,0.666,94.668
id_69544,"relaxing, ambient, zen, greogrean_chant, binucalor, chillout, classic",2,48,0.554,0.49,9,-8.725,1,0.0267,0.736,0.00728,0.327,0.578,67.591
id_29395,"Isochronic, zen, nature, binucalor, classic, meditation",1,39,0.527,0.799,9,-6.236,0,0.045,0.03,4.42E-06,0.203,0.379,147.021
id_34649,"relaxing, ambient, zen, nature, chillout",3,49,0.56,0.73,1,-5.69,1,0.0362,0.219,0.144,0.179,0.963,151.594
id_2942,"ambient, zen, nature, chillout, meditation",7,12,0.521,0.542,5,-8.85,1,0.0424,0.149,0.00859,0.164,0.71,105.62
id_8437,"ambient, Isochronic, zen, greogrean_chant, nature, meditation",9,32,0.322,0.562,6,-6.418,1,0.0266,0.284,0.000856,0.139,0.492,140.105
id_94003,"relaxing, ambient, zen, greogrean_chant, nature, binucalor",7,36,0.515,0.946,9,-4.996,1,0.0745,0.0188,0.00117,0.226,0.537,96.066
id_57729,"relaxing, ambient, Isochronic, zen, greogrean_chant, nature, classic",2,53,0.606,0.301,0,-11.402,1,0.0423,0.545,0.00194,0.0419,0.457,100.979
id_52424,"Isochronic, zen, nature, binucalor, meditation",5,35,0.647,0.191,11,-18.669,1,0.0271,0.924,0.0223,0.109,0.439,104.984
id_13129,"relaxing, ambient, zen, Isochronic, greogrean_chant, binucalor",2,49,0.56,0.73,1,-5.69,1,0.0362,0.219,0.144,0.179,0.963,151.594
id_5158,"relaxing, Isochronic, greogrean_chant, nature, binucalor, meditation",7,47,0.862,0.707,0,-6.742,1,0.0324,0.0947,0.00665,0.124,0.863,122.21
